company_name,labeled_location,address,latitude,longitude,labeled_county,computed_county,location_city,address_city,address_state,outside_polygon,duplicate_cluster_id,duplicate_risk_class,conflict_flags,evidence_score
Hyundai Motor Group,"McDonough, Henry County","700 Hyundai Blvd, Ellabell, GA 31308",32.159233,-81.502963,Henry,Bryan,Mcdonough,Ellabell,GA,False,DUP003,shared_address_or_alias,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
IMMI,"Jefferson, Jackson County","2002 Industrial Park Dr, Dublin, GA 31021",32.511763,-82.923552,Jackson,Laurens,Jefferson,Dublin,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
IMS Gear Georgia Inc.,"Fayetteville, Fayette County","300 Satellite Blvd NE, Suwanee, GA 30024",34.035115,-84.064265,Fayette,Gwinnett,Fayetteville,Suwanee,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Inalfa Roof Systems Inc.,"Lawrenceville, Gwinnett County","100 Inalfa Dr, Acworth, GA 30102",34.07068,-84.589406,Gwinnett,Cobb,Lawrenceville,Acworth,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
JTEKT North America Corp.,"Canton, Cherokee County","301 Teco Dr, Pendergrass, GA 30567",34.130329,-83.7648529,Cherokee,Jackson,Canton,Pendergrass,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Jefferson Southern Corp.,"Dahlonega, Lumpkin County","1 Jefferson Southern Dr, Commerce, GA 30529",34.197573,-84.0452959,Lumpkin,Forsyth,Dahlonega,Commerce,GA,False,DUP014,shared_address_or_alias,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Jefferson Southern Corporation,"Monroe, Walton County","1 Jefferson Southern Dr, Commerce, GA 30529",34.197573,-84.0452959,Walton,Forsyth,Monroe,Commerce,GA,False,DUP014,shared_address_or_alias,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
KTX America Corporation,"Springfield, Effingham County","205 KTX Dr, LaGrange, GA 30240",33.163387,-84.766589,Effingham,Meriwether,Springfield,Lagrange,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Kia Georgia Inc.,"Appling, Columbia County","1025 Kia Blvd, West Point, GA 31833",32.9322549,-85.1253523,Columbia,Troup,Appling,West Point,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Lark United Manufacturing Inc.,"Gainesville, Hall County","200 Industrial Blvd, Dublin, GA 31021",32.5320682,-82.950167,Hall,Laurens,Gainesville,Dublin,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Lear Corporation,"Cartersville, Bartow County","100 Lear Dr, Hammond Industrial Park, GA 30240",33.051868,-85.035353,Bartow,Troup,Cartersville,Hammond Industrial Park,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Lehigh Technologies Inc.,"Rome, Floyd County","1000 New Horizons Way, Tucker, GA 30084",33.760895,-83.862556,Floyd,Walton,Rome,Tucker,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Lund International Inc.,"Savannah, Chatham County","189 Excalibur Dr, Madison, GA 30650",33.589481,-83.518495,Chatham,Morgan,Savannah,Madison,GA,False,DUP009,shared_address_or_alias,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Lund International Inc./Ventshade Division,"Statesboro, Bulloch County","189 Excalibur Dr, Madison, GA 30650",33.589481,-83.518495,Bulloch,Morgan,Statesboro,Madison,GA,False,DUP009,shared_address_or_alias,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Lyle Industries Inc.,"Buchanan, Haralson County","715 Lyle Industrial Dr, Dawsonville, GA 30534",34.3593919607897,-84.0532282608105,Haralson,Dawson,Buchanan,Dawsonville,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Lyle Industries Inc.,"Rome, Floyd County","715 Lyle Industrial Dr, Dawsonville, GA 30534",34.3589668332603,-84.0531424301202,Floyd,Dawson,Rome,Dawsonville,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Mack Trucks,"Savannah, Chatham County","1525 Madison Hwy, Dublin, GA 31021",30.804784,-83.273804,Chatham,Lowndes,Savannah,Dublin,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Magna International,"Augusta, Richmond County","250 Magna Dr, Carrollton, GA 30117",33.574772,-85.050522,Richmond,Carroll,Augusta,Carrollton,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Mando America Corp.,"Dublin, Laurens County","100 Mando Dr, Hogansville, GA 30230",33.1709673066386,-84.8589919386904,Laurens,Meriwether,Dublin,Hogansville,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Master Craft Engineering Inc.,"Savannah, Chatham County","1000 Mastercraft Ln, Lavonia, GA 30553",34.408031,-83.144241,Chatham,Franklin,Savannah,Lavonia,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Maxxis International USA,"La Fayette, Walker County","100 International Pkwy, Suwanee, GA 30024",33.6352704,-84.3965777,Walker,Clayton,La Fayette,Suwanee,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Mercedes-Benz USA LLC,"Cedartown, Polk County","1 Mercedes-Benz Dr, Sandy Springs, GA 30328",33.9345221674192,-84.3634150192005,Polk,Fulton,Cedartown,Sandy Springs,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Milliken & Co./Valway Plant,"Greenville, Meriwether County","920 Milliken Rd, LaGrange, GA 30241",33.050989,-85.094007,Meriwether,Troup,Greenville,Lagrange,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Mobis Alabama LLC,"Gainesville, Hall County","300 Hyundai MOBIS Dr, West Point, GA 31833",32.9150013591105,-85.123997845357,Hall,Troup,Gainesville,West Point,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
MollerTech LLC,"Toccoa, Stephens County","100 Mollertech Dr, Dalton, GA 30721",34.788493,-84.91381,Stephens,Whitfield,Toccoa,Dalton,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Murata Electronics North America Inc.,"Covington, Newton County","1000 Corporate Dr, Smyrna, GA 30080",33.8866538,-84.783561,Newton,Paulding,Covington,Smyrna,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
NVH Korea,"Greenville, Meriwether County","120 Colvin Drive, Locust Grove, GA 30248",33.3690335423479,-84.120730447218,Meriwether,Henry,Greenville,Locust Grove,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Neaton Rome Inc.,"Hamilton, Harris County","1 Neaton Dr, Rome, GA 30161",33.766217,-84.713912,Harris,Douglas,Hamilton,Rome,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Nidec Elesys Americas Corp.,"Metter, Candler County","3900 Lakefield Ct, Suwanee, GA 30024",34.064876,-84.156737,Candler,Forsyth,Metter,Suwanee,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Nile Automotive,"Dalton, Whitfield County","4490 Alicia Lane, Cumming, GA 30028",34.2861491093215,-84.0807175267039,Whitfield,Forsyth,Dalton,Cumming,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Nisshinbo Automotive Manufacturing Inc.,"Gainesville, Hall County","14187 Nisshinbo Drive, Covington, GA 30014",33.627596641273,-83.8396850708471,Hall,Newton,Gainesville,Covington,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Nivel Parts & Manufacturing Co. LLC,"Savannah, Chatham County","2051 2nd Ave NE, Cairo, GA 39828",30.8796091793369,-84.184908370919,Chatham,Grady,Savannah,Cairo,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Novelis Inc.,"Gainesville, Hall County","3560 Lenox Rd NE, Suite 2000, Atlanta, GA 30326",33.8540394890331,-84.3628188393643,Hall,Fulton,Gainesville,Atlanta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Novelis Inc.,"Trenton, Dade County","3560 Lenox Rd NE, Suite 2000, Atlanta, GA 30326",33.8542055150128,-84.3628141775477,Dade,Fulton,Trenton,Atlanta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Novelis Inc.,"Lawrenceville, Gwinnett County","3560 Lenox Rd NE, Suite 2000, Atlanta, GA 30326",33.8541642345505,-84.3628202675058,Gwinnett,Fulton,Lawrenceville,Atlanta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
OTR Wheel Engineering Inc.,"Cordele, Crisp County","6 Riverside Industrial Park, Rome, GA 30161",34.2805120276445,-85.1648883768461,Crisp,Floyd,Cordele,Rome,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Oneda Corp.,"Dalton, Whitfield County","2157 Atlanta Highway, Gainesville, GA 30504",34.2525104,-83.8448804,Whitfield,Hall,Dalton,Gainesville,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
PIOLAX Corp.,"Rome, Floyd County","139 Etowah Industrial Court, Canton, GA 30114",34.2456357508315,-84.4719463416027,Floyd,Cherokee,Rome,Canton,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Paccar,"Trenton, Dade County","6853 Southlake Pkwy, Morrow, GA 30260",33.5675979753355,-84.3387340894887,Dade,Clayton,Trenton,Morrow,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Pak-Lite Inc.,"Rome, Floyd County","550 Old Peachtree Rd NW, Suwanee, GA 30024",34.0114815633921,-84.0575044342891,Floyd,Gwinnett,Rome,Suwanee,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Panasonic Automotive Systems Co.,"Hinesville, Liberty County","1 Panasonic Way, Peachtree City, GA 30269",33.3586677099571,-84.5593070469745,Liberty,Fayette,Hinesville,Peachtree City,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Panasonic Automotive Systems Co.,"Cartersville, Bartow County","1 Panasonic Way, Peachtree City, GA 30269",33.3540321602237,-84.554642968484,Bartow,Fayette,Cartersville,Peachtree City,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Panduit Corp.,"Cartersville, Bartow County","1819 Atlanta Hwy, Cumming, GA 30040",34.1661720605728,-84.1654472334863,Bartow,Forsyth,Cartersville,Cumming,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Peerless-Winsmith Inc.,"Statesboro, Bulloch County","4510 Cantrell Road, Flowery Branch, GA 30542",34.1933557356756,-83.9074650474823,Bulloch,Hall,Statesboro,Flowery Branch,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Perkins Small Engines LLC,"Zebulon, Pike County","325 Green Valley Road, Griffin, GA 30224",33.2313080586117,-84.223980728557,Pike,Spalding,Zebulon,Griffin,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Peterson Spring,"Hartwell, Hart County","600 Old Hull Road, Athens, GA 30601",33.9865336091146,-83.3410341200327,Hart,Clarke,Hartwell,Athens,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Piedmont Automotive Products Inc.,"Hamilton, Harris County","1058 Rocky Branch Rd, Clarkesville, GA 30523",34.6078319,-83.5074298,Harris,Habersham,Hamilton,Clarkesville,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Pirelli Tire North America LLC,"Carnesville, Franklin County","2819 Old Dawson Rd, Albany, GA 31707",31.6135962,-84.2222845,Franklin,Dougherty,Carnesville,Albany,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Porsche Cars North America Inc.,"Cairo, Grady County","1 Porsche Dr, Atlanta, GA 30328",33.6520232116159,-84.3985918227493,Grady,Fulton,Cairo,Atlanta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Propex Operating Co. LLC,"Lawrenceville, Gwinnett County","490 Chatham Pkwy, Pooler, GA 31322",32.0941218,-81.1629908,Gwinnett,Chatham,Lawrenceville,Pooler,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
QSR Inc.,"Lawrenceville, Gwinnett County","135 QSR Rd, LaGrange, GA 30240",33.555885,-84.443148,Gwinnett,Clayton,Lawrenceville,Lagrange,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Racemark International LLC,"Calhoun, Gordon County","152 Racemark Dr, Gray, GA 31032",32.991607,-83.567362,Gordon,Jones,Calhoun,Gray,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
RealTruck,"Fayetteville, Fayette County","1656 Airport Rd N, Peachtree City, GA 30269",34.588242,-85.2883229,Fayette,Chattooga,Fayetteville,Peachtree City,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Rivian Automotive,"Gainesville, Hall County","1090 Roberts Dr NW, Atlanta, GA 30318",33.720227,-84.370567,Hall,Fulton,Gainesville,Atlanta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
SHIROKI North America Inc,"Dublin, Laurens County","100 Shiroki Way, LaGrange, GA 30241",33.558724,-84.44865,Laurens,Clayton,Dublin,Lagrange,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
SK Battery America,"Hartwell, Hart County","700 Hyundai Blvd, Ellabell, GA 31308",32.159233,-81.502963,Hart,Bryan,Hartwell,Ellabell,GA,False,DUP003,shared_address_or_alias,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
SKF USA Inc.,"Carnesville, Franklin County","301 David Fletcher Dr, Ringgold, GA 30736",34.907514,-85.043812,Franklin,Catoosa,Carnesville,Ringgold,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
SRG Global Inc.,"Atlanta, Fulton County","10116 Industrial Blvd NE, Covington, GA 30014",33.6130210157665,-83.8355886824132,Fulton,Newton,Atlanta,Covington,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Sejong Georgia LLC,Troup County,"100 Sejong Way, Jefferson, GA 30549",34.10601,-83.589021,Troup,Jackson,,Jefferson,GA,False,DUP011,suspicious_multi_company_multi_address,labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Seohan Auto USA,"Hazlehurst, Davis County","850 Lamar St, LaGrange, GA 30240",33.0528839,-84.1616017,Davis,Lamar,Hazlehurst,Lagrange,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Sewon America Inc.,"Atlanta, Fulton County","210 Sewon Dr, LaGrange, GA 30241",33.0501,-85.008963,Fulton,Troup,Atlanta,Lagrange,GA,False,DUP008,benign_same_company,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Sewon America Inc.,"Athens, Clarke County","210 Sewon Dr, LaGrange, GA 30241",33.0501,-85.008963,Clarke,Troup,Athens,Lagrange,GA,False,DUP008,benign_same_company,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Sewon America Inc.,"Marietta, Cobb County","210 Sewon Dr, LaGrange, GA 30241",33.0501,-85.008963,Cobb,Troup,Marietta,Lagrange,GA,False,DUP008,benign_same_company,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Solvay Specialty Polymers USA LLC,"Springfield, Effingham County","600 Patterson Ave, Augusta, GA 30901",34.1033951,-82.8532769,Effingham,Elbert,Springfield,Augusta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Southern Switches Corp.,"Blue Ridge, Fannin County","715 Happy Hollow Rd, Dahlonega, GA 30533",34.5298911539072,-83.9984152634814,Fannin,Lumpkin,Blue Ridge,Dahlonega,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Suhner Manufacturing Corp.,"Douglas, Coffee County","43 Anderson Rd SW, Rome, GA 30161",34.2085971300834,-85.1899282777942,Coffee,Floyd,Douglas,Rome,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
SungEel Recycling Park Georgia,"Macon, Bibb County","3237 Satellite Blvd, Suite 175, Duluth, GA 30096",33.962713,-84.11336,Bibb,Gwinnett,Macon,Duluth,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Superior Essex Inc.,"Pembroke, Bryan County","3600 Cobb International Blvd NW, Kennesaw, GA 30152",33.9990198954442,-84.6124810756932,Bryan,Cobb,Pembroke,Kennesaw,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Suzuki Manufacturing of America Corp.,"Monroe, Walton County","1000 McIntosh Trail SW, Rome, GA 30165",33.771861,-84.730029,Walton,Douglas,Monroe,Rome,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
TDK Components USA Inc.,"Atlanta, Fulton County","4058 Rockmart Rd, Silver Creek, GA 30173",34.1773552,-85.1488486,Fulton,Floyd,Atlanta,Silver Creek,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
TE Connectivity,"Fort Valley, Peach County","3295 Cobb International Blvd NW, Kennesaw, GA 30152",34.0027115,-84.6119832,Peach,Cobb,Fort Valley,Kennesaw,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
TI Fluid Systems,"Atlanta, Fulton County","2 Swisher Dr, Cartersville, GA 30120",34.1446878814573,-84.7948577272343,Fulton,Bartow,Atlanta,Cartersville,GA,False,DUP012,benign_same_company,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch | duplicate_coordinate_cluster,3
Thermal Ceramics Inc.,"Jefferson, Jackson County","2190 N Leg Rd, Augusta, GA 30909",33.4565319,-82.0665715,Jackson,Richmond,Jefferson,Augusta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Thomson Plastics Inc.,"Covington, Newton County","1440 H D Atha Rd, Monroe, GA 30656",33.774282,-83.7755851,Newton,Walton,Covington,Monroe,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Tie Down Engineering,"Greensboro, Greene County","605 Stonehill Dr SW, Atlanta, GA 30336",33.7398598923206,-84.574782339876,Greene,Fulton,Greensboro,Atlanta,GA,False,,,location_city_vs_address_city_conflict | labeled_county_vs_computed_county_mismatch,3
Kyungshin America Corp.,Troup County,"85 Kyungshin Dr, West Point, GA 31833",32.8772531,-85.183728,Troup,Troup,,West Point,GA,False,DUP005,suspicious_multi_company_multi_address,duplicate_coordinate_cluster,1
